ID,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Genre,Country,Language,IMDb,IMDb_ID,RottenTomatoes_Score,Age_Min,IMDb_Score,Type_raw,Genre_clean,Title_key
128,Period. End of Sentence.,2018,18+,82/100,1,0,0,0,movie,"Documentary, Short",United States,"Hindi, English",7.4,tt6939026,82.0,16.0,7.4,0,"Documentary, Short",period. end of sentence.
129,Captain Fantastic,2016,18+,82/100,1,0,0,0,movie,"Comedy, Drama",United States,"English, Esperanto, German, Chinese",7.8,tt3553976,82.0,18.0,7.8,0,"Comedy, Drama",captain fantastic
130,Veronica,2017,18+,81/100,1,0,0,0,movie,"Horror, Mystery",Spain,Spanish,6.2,tt5862312,81.0,18.0,6.2,0,"Horror, Mystery",veronica
131,The Siege of Jadotville,2016,18+,81/100,1,0,0,0,movie,"Action, Drama, Thriller","Ireland, South Africa","English, Irish Gaelic, French, Spanish",7.2,tt3922798,81.0,16.0,7.2,0,"Action, Drama, Thriller",the siege of jadotville
132,Into the Inferno,2016,18+,81/100,1,0,0,0,movie,Documentary,"United Kingdom, Germany, Canada",English,7.2,tt4846318,81.0,16.0,7.2,0,Documentary,into the inferno
133,Ricky Gervais: Humanity,2018,18+,81/100,1,0,0,0,movie,Comedy,United Kingdom,English,8.0,tt7830574,81.0,18.0,8.0,0,Comedy,ricky gervais: humanity
134,A Whisker Away,2020,7+,81/100,1,0,0,0,movie,"Animation, Adventure, Drama",Japan,Japanese,6.7,tt11958344,81.0,7.0,6.7,0,"Animation, Adventure, Drama",a whisker away
135,Lady Bird,2017,18+,81/100,1,0,0,0,movie,"Comedy, Drama",United States,"English, Spanish",7.4,tt4925292,81.0,18.0,7.4,0,"Comedy, Drama",lady bird
136,Road to Perdition,2002,18+,81/100,1,0,0,0,movie,"Crime, Drama, Thriller",United States,English,7.6,tt0257044,81.0,18.0,7.6,0,"Crime, Drama, Thriller",road to perdition
137,Boogie Nights,1997,18+,81/100,1,0,0,0,movie,Drama,United States,English,7.9,tt0118749,81.0,18.0,7.9,0,Drama,boogie nights
138,Total Recall,1990,16+,81/100,1,0,0,0,movie,"Action, Adventure, Sci-Fi","United States, Mexico, Netherlands",English,7.5,tt0100802,81.0,16.0,7.5,0,"Action, Adventure, Sci-Fi",total recall
139,Bo Burnham: Inside,2021,18+,81/100,1,0,0,0,movie,"Documentary, Comedy, Drama",United States,English,8.6,tt14544192,81.0,18.0,8.6,0,"Documentary, Comedy, Drama",bo burnham: inside
140,Snowpiercer,2013,18+,81/100,1,0,0,0,movie,"Action, Sci-Fi, Thriller","South Korea, Czech Republic","English, Korean, French, Japanese, Czech, German",7.1,tt1706620,81.0,18.0,7.1,0,"Action, Sci-Fi, Thriller",snowpiercer
141,Circus of Books,2019,18+,81/100,1,0,0,0,movie,"Documentary, Biography, History",United States,English,7.1,tt8727582,81.0,16.0,7.1,0,"Documentary, Biography, History",circus of books
142,Tallulah,2016,18+,81/100,1,0,0,0,movie,"Comedy, Drama, Romance",United States,English,6.7,tt1639084,81.0,16.0,6.7,0,"Comedy, Drama, Romance",tallulah
143,The Conjuring 2,2016,18+,81/100,1,0,0,0,movie,"Horror, Mystery, Thriller","Canada, United States, United Kingdom",English,7.3,tt3065204,81.0,18.0,7.3,0,"Horror, Mystery, Thriller",the conjuring 2
144,They'll Love Me When I'm Dead,2018,18+,81/100,1,0,0,0,movie,"Documentary, Biography",United States,English,7.4,tt6893836,81.0,18.0,7.4,0,"Documentary, Biography",they'll love me when i'm dead
145,Nocturnal Animals,2016,18+,81/100,1,0,0,0,movie,"Drama, Thriller","United States, China",English,7.4,tt4550098,81.0,18.0,7.4,0,"Drama, Thriller",nocturnal animals
146,Get Me Roger Stone,2017,16+,81/100,1,0,0,0,movie,"Documentary, Biography",United States,English,7.3,tt6714534,81.0,16.0,7.3,0,"Documentary, Biography",get me roger stone
147,Hachi: A Dog's Tale,2009,all,81/100,1,0,0,0,movie,"Biography, Drama, Family","United Kingdom, United States","English, Japanese",8.1,tt1028532,81.0,16.0,8.1,0,"Biography, Drama, Family",hachi: a dog's tale
148,Dances with Wolves,1990,13+,80/100,1,0,0,0,movie,"Adventure, Drama, Western","United States, United Kingdom","English, Sioux, Pawnee",8.0,tt0099348,80.0,13.0,8.0,0,"Adventure, Drama, Western",dances with wolves
149,Udta Punjab,2016,18+,80/100,1,0,0,0,movie,"Action, Crime, Drama",India,Hindi,7.7,tt4434004,80.0,18.0,7.7,0,"Action, Crime, Drama",udta punjab
150,Bareilly's Barfi,2017,18+,80/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,80.0,16.0,7.0,0,Drama Film,bareilly's barfi
151,Divines,2016,18+,80/100,1,0,0,0,movie,"Crime, Drama","France, Qatar",French,7.3,tt4730986,80.0,16.0,7.3,0,"Crime, Drama",divines
152,Maktub,2017,7+,80/100,1,0,0,0,movie,"Comedy, Drama",Israel,Hebrew,7.2,tt7252000,80.0,7.0,7.2,0,"Comedy, Drama",maktub
153,Ittefaq,2017,7+,80/100,1,0,0,0,movie,"Mystery, Thriller",India,Hindi,7.2,tt6692354,80.0,7.0,7.2,0,"Mystery, Thriller",ittefaq
154,Hannah Gadsby: Nanette,2018,18+,80/100,1,0,0,0,movie,"Documentary, Comedy",Australia,English,8.1,tt8465676,80.0,18.0,8.1,0,"Documentary, Comedy",hannah gadsby: nanette
155,Ali Wong: Hard Knock Wife,2018,18+,80/100,1,0,0,0,movie,Comedy,United States,English,7.3,tt7410684,80.0,18.0,7.3,0,Comedy,ali wong: hard knock wife
156,Seven Pounds,2008,13+,80/100,1,0,1,0,movie,"Drama, Mystery, Thriller",United States,"English, Spanish",7.6,tt0814314,80.0,13.0,7.6,0,"Drama, Mystery, Thriller",seven pounds
157,Uncut Gems,2019,18+,80/100,1,0,0,0,movie,"Crime, Drama, Thriller",United States,"English, Hebrew",7.4,tt5727208,80.0,18.0,7.4,0,"Crime, Drama, Thriller",uncut gems
158,The Kindergarten Teacher,2018,18+,80/100,1,0,0,0,movie,"Drama, Thriller","United States, Israel, United Kingdom, Canada",English,6.7,tt6952960,80.0,18.0,6.7,0,"Drama, Thriller",the kindergarten teacher
159,Les Misérables,2012,13+,80/100,1,0,1,0,movie,"Drama, Musical, Romance","United Kingdom, United States",English,7.5,tt1707386,80.0,13.0,7.5,0,"Drama, Musical, Romance",les misérables
160,The Sky Is Pink,2019,18+,80/100,1,0,0,0,movie,"Drama, Romance","India, United Kingdom, Canada, United States, China",Hindi,7.6,tt8902990,80.0,16.0,7.6,0,"Drama, Romance",the sky is pink
161,Next Gen,2018,7+,80/100,1,0,0,0,movie,"Animation, Action, Adventure","China, Canada, United States","English, Mandarin",6.6,tt7133686,80.0,7.0,6.6,0,"Animation, Action, Adventure",next gen
162,Tom Segura: Disgraceful,2018,13+,80/100,1,0,0,0,movie,Comedy,United States,English,7.5,tt7379330,80.0,13.0,7.5,0,Comedy,tom segura: disgraceful
163,My Happy Family,2017,18+,80/100,1,0,0,0,movie,Drama,"Georgia, Germany, France",Georgian,7.4,tt5791536,80.0,16.0,7.4,0,Drama,my happy family
164,The American Meme,2018,18+,80/100,1,0,0,0,movie,Documentary,United States,English,6.1,tt8106160,80.0,16.0,6.1,0,Documentary,the american meme
165,Badla,2019,7+,80/100,1,0,0,0,movie,"Crime, Drama, Mystery",India,"Hindi, English",7.7,tt8130968,80.0,7.0,7.7,0,"Crime, Drama, Mystery",badla
166,Okko's Inn,2018,7+,80/100,1,0,0,0,movie,"Animation, Adventure, Drama",Japan,"Japanese, English",7.1,tt8328740,80.0,7.0,7.1,0,"Animation, Adventure, Drama",okko's inn
167,The Willoughbys,2020,7+,80/100,1,0,0,0,movie,"Animation, Adventure, Comedy","Canada, United States, United Kingdom",English,6.4,tt5206260,80.0,7.0,6.4,0,"Animation, Adventure, Comedy",the willoughbys
168,Hunt for the Wilderpeople,2016,13+,80/100,1,1,0,0,movie,"Adventure, Comedy, Drama",New Zealand,English,7.8,tt4698684,80.0,13.0,7.8,0,"Adventure, Comedy, Drama",hunt for the wilderpeople
169,Stardust,2007,13+,79/100,1,0,0,0,movie,"Adventure, Fantasy, Romance","Iceland, United Kingdom, United States",English,7.6,tt0486655,79.0,13.0,7.6,0,"Adventure, Fantasy, Romance",stardust
170,Wheelman,2017,18+,79/100,1,0,0,0,movie,"Action, Thriller",United States,English,6.4,tt5723286,79.0,18.0,6.4,0,"Action, Thriller",wheelman
171,The Artist,2011,13+,79/100,1,1,0,0,movie,"Comedy, Drama, Romance","France, Belgium, United States","English, French",7.8,tt1655442,79.0,13.0,7.8,0,"Comedy, Drama, Romance",the artist
172,On My Skin,2018,18+,79/100,1,0,0,0,movie,"Biography, Drama",Italy,Italian,7.3,tt7121252,79.0,18.0,7.3,0,"Biography, Drama",on my skin
173,Gaga: Five Foot Two,2017,18+,79/100,1,0,0,0,movie,"Documentary, Music",United States,English,7.0,tt7291268,79.0,18.0,7.0,0,"Documentary, Music",gaga: five foot two
174,Hugo,2011,7+,79/100,1,0,0,0,movie,"Adventure, Drama, Family","United Kingdom, United States",English,7.5,tt0970179,79.0,7.0,7.5,0,"Adventure, Drama, Family",hugo
175,The Impossible,2012,13+,79/100,1,0,0,0,movie,"Drama, History, Thriller","Spain, Thailand, United States","English, Thai, German, Swedish, Spanish",7.5,tt1649419,79.0,13.0,7.5,0,"Drama, History, Thriller",the impossible
176,War Dogs,2016,18+,79/100,1,0,0,0,movie,"Biography, Comedy, Crime","United States, Romania","English, Arabic, Albanian, Romanian",7.1,tt2005151,79.0,18.0,7.1,0,"Biography, Comedy, Crime",war dogs
177,Ip Man,2008,18+,79/100,1,0,0,0,movie,"Action, Biography, Drama","Hong Kong, China","Cantonese, Mandarin, Japanese, Chinese, English",8.0,tt1220719,79.0,18.0,8.0,0,"Action, Biography, Drama",ip man
178,The Speed Cubers,2020,18+,79/100,1,0,0,0,movie,"Documentary, Short, Sport",United States,English,7.4,tt12038300,79.0,16.0,7.4,0,"Documentary, Short, Sport",the speed cubers
179,Kung Fu Panda 2,2011,7+,79/100,1,0,0,0,movie,"Animation, Action, Adventure",United States,English,7.3,tt1302011,79.0,7.0,7.3,0,"Animation, Action, Adventure",kung fu panda 2
180,The Dirt,2019,18+,79/100,1,0,0,0,movie,"Biography, Comedy, Drama",United States,English,7.0,tt0800325,79.0,18.0,7.0,0,"Biography, Comedy, Drama",the dirt
181,Andhadhun,2018,18+,79/100,1,0,0,0,movie,"Crime, Mystery, Thriller",India,"Hindi, English",8.2,tt8108198,79.0,16.0,8.2,0,"Crime, Mystery, Thriller",andhadhun
182,Atlantics,2019,13+,79/100,1,0,0,0,movie,"Drama, Fantasy, Mystery","France, Senegal, Belgium","Wolof, French, Arabic, English",6.7,tt10199586,79.0,13.0,6.7,0,"Drama, Fantasy, Mystery",atlantics
183,37 Seconds,2019,18+,79/100,1,0,0,0,movie,Drama,Japan,"Japanese, Thai",7.4,tt6156138,79.0,16.0,7.4,0,Drama,37 seconds
184,El Camino: A Breaking Bad Movie,2019,18+,79/100,1,0,0,0,movie,"Documentary, Short",United States,English,7.1,tt11151792,79.0,18.0,7.1,0,"Documentary, Short",el camino: a breaking bad movie
185,Underworld,2003,18+,79/100,1,1,1,0,movie,"Action, Fantasy, Thriller","United States, United Kingdom, Germany, Hungary",English,7.0,tt0320691,79.0,18.0,7.0,0,"Action, Fantasy, Thriller",underworld
186,The Ring,2002,13+,79/100,1,0,1,0,movie,"Horror, Mystery","United States, Japan",English,7.1,tt0298130,79.0,13.0,7.1,0,"Horror, Mystery",the ring
187,Hold the Dark,2018,18+,79/100,1,0,0,0,movie,"Action, Crime, Drama",United States,English,5.7,tt5057140,79.0,16.0,5.7,0,"Action, Crime, Drama",hold the dark
188,The Karate Kid,1984,7+,79/100,1,0,0,0,movie,"Action, Drama, Family",United States,"English, Japanese",7.3,tt0087538,79.0,7.0,7.3,0,"Action, Drama, Family",the karate kid
189,Quincy,2018,18+,79/100,1,0,0,0,movie,"Documentary, Biography",United States,English,7.6,tt7440432,79.0,18.0,7.6,0,"Documentary, Biography",quincy
190,The Patriot,2000,18+,79/100,1,0,0,0,movie,"Action, Drama, War","Germany, United States","English, French",7.2,tt0187393,79.0,18.0,7.2,0,"Action, Drama, War",the patriot
191,Get In,2019,18+,79/100,1,0,0,0,movie,"Drama, Horror, Thriller","France, Belgium",French,5.6,tt8246392,79.0,18.0,5.6,0,"Drama, Horror, Thriller",get in
192,ZZ Top: That Little Ol' Band From Texas,2019,18+,79/100,1,0,0,0,movie,"Documentary, Biography, Music","United Kingdom, Canada, United States",English,7.5,tt9015306,79.0,16.0,7.5,0,"Documentary, Biography, Music",zz top: that little ol' band from texas
193,Jerry Before Seinfeld,2017,16+,79/100,1,0,0,0,movie,Comedy,United States,English,7.0,tt7310906,79.0,16.0,7.0,0,Comedy,jerry before seinfeld
194,Mike Birbiglia: The New One,2019,18+,78/100,1,0,0,0,movie,Comedy,United States,English,7.7,tt11163014,78.0,16.0,7.7,0,Comedy,mike birbiglia: the new one
195,A Silent Voice: The Movie,2016,13+,78/100,1,0,0,0,movie,"Animation, Drama",Japan,"Japanese, Japanese Sign , English",8.2,tt5323662,78.0,13.0,8.2,0,"Animation, Drama",a silent voice: the movie
196,Klaus,2019,7+,78/100,1,0,0,0,movie,"Animation, Adventure, Comedy","Spain, United Kingdom, United States, Austria, Canada, France","English, Saami",8.2,tt4729430,78.0,7.0,8.2,0,"Animation, Adventure, Comedy",klaus
197,Snowden,2016,18+,78/100,1,0,0,0,movie,"Biography, Crime, Drama","United States, Germany, France","English, American Sign , Russian",7.3,tt3774114,78.0,18.0,7.3,0,"Biography, Crime, Drama",snowden
198,"Nick Kroll & John Mulaney: Oh, Hello on Broadway",2017,18+,78/100,1,0,0,0,movie,drama film,United States,English,7.0,tt0245844,78.0,18.0,7.0,0,Drama Film,"nick kroll & john mulaney: oh, hello on broadway"
199,What's Eating Gilbert Grape,1993,13+,78/100,1,0,0,0,movie,Drama,United States,English,7.7,tt0108550,78.0,13.0,7.7,0,Drama,what's eating gilbert grape
200,The Da Vinci Code,2006,13+,78/100,1,1,0,0,movie,"Mystery, Thriller","United States, Malta, France, United Kingdom","English, French, Latin, Spanish",6.6,tt0382625,78.0,13.0,6.6,0,"Mystery, Thriller",the da vinci code
201,Stranger Than Fiction,2006,13+,78/100,1,0,0,0,movie,"Comedy, Drama, Fantasy","United States, United Kingdom",English,7.5,tt0420223,78.0,13.0,7.5,0,"Comedy, Drama, Fantasy",stranger than fiction
202,Don 2,2011,18+,78/100,1,0,0,0,movie,"Action, Crime, Thriller","India, Germany",Hindi,7.1,tt1285241,78.0,16.0,7.1,0,"Action, Crime, Thriller",don 2
203,Elena,2013,18+,78/100,1,0,0,0,movie,"Short, Action, Fantasy",Russia,Russian,7.0,tt7108790,78.0,16.0,7.0,0,"Short, Action, Fantasy",elena
204,Real Steel,2011,13+,78/100,1,0,0,0,movie,"Action, Drama, Sci-Fi","United States, India","English, Ukrainian",7.1,tt0433035,78.0,13.0,7.1,0,"Action, Drama, Sci-Fi",real steel
205,The Founder,2017,13+,78/100,1,0,0,0,movie,"biographical film, drama film",United States,English,7.0,tt4276820,78.0,13.0,7.0,0,"Biographical Film, Drama Film",the founder
206,Stargate,1994,13+,78/100,1,0,0,0,movie,"Action, Adventure, Sci-Fi","France, United States","English, Norwegian, Swedish, Egyptian (Ancient), Arabic",7.0,tt0111282,78.0,13.0,7.0,0,"Action, Adventure, Sci-Fi",stargate
207,Shirkers,2018,18+,78/100,1,0,0,0,movie,Documentary,"United States, United Kingdom",English,7.3,tt7472352,78.0,16.0,7.3,0,Documentary,shirkers
208,Chef,2014,18+,78/100,1,0,0,0,movie,"Adventure, Comedy, Drama",United States,"English, Spanish",7.3,tt2883512,78.0,18.0,7.3,0,"Adventure, Comedy, Drama",chef
209,Fire in the Blood,2013,18+,78/100,1,0,0,0,movie,"Documentary, History",India,"English, Hindi, Manipuri, Xhosa",7.7,tt1787067,78.0,16.0,7.7,0,"Documentary, History",fire in the blood
210,Austin Powers: International Man of Mystery,1997,13+,78/100,1,0,0,0,movie,"Adventure, Comedy","Germany, United States",English,7.0,tt0118655,78.0,13.0,7.0,0,"Adventure, Comedy",austin powers: international man of mystery
211,Miles Davis: Birth of the Cool,2019,18+,78/100,1,0,0,0,movie,"Documentary, Biography, Music",United States,"English, French",7.5,tt1305619,78.0,16.0,7.5,0,"Documentary, Biography, Music",miles davis: birth of the cool
212,Insidious,2010,13+,78/100,1,0,0,0,movie,"Horror, Mystery, Thriller","United States, Canada",English,6.8,tt1591095,78.0,13.0,6.8,0,"Horror, Mystery, Thriller",insidious
213,Screwball,2019,18+,78/100,1,0,0,0,movie,documentary film,United States,English,9.0,tt8819596,78.0,16.0,9.0,0,Documentary Film,screwball
214,The Old Guard,2020,18+,78/100,1,0,0,0,movie,"Action, Thriller","United States, United Kingdom, Morocco","English, Arabic, French, Italian",6.7,tt7556122,78.0,18.0,6.7,0,"Action, Thriller",the old guard
215,Rango,2011,7+,78/100,1,0,0,0,movie,"Animation, Action, Adventure","United States, United Kingdom",English,7.3,tt1192628,78.0,7.0,7.3,0,"Animation, Action, Adventure",rango
216,Before I Wake,2016,13+,78/100,1,0,0,0,movie,"Drama, Fantasy, Horror",United States,English,6.2,tt3174376,78.0,13.0,6.2,0,"Drama, Fantasy, Horror",before i wake
217,The Disaster Artist,2017,18+,78/100,1,0,0,0,movie,"Biography, Comedy, Drama",United States,English,7.3,tt3521126,78.0,18.0,7.3,0,"Biography, Comedy, Drama",the disaster artist
218,Fruitvale Station,2013,18+,77/100,1,0,0,0,movie,"Biography, Crime, Drama",United States,"English, Spanish",7.5,tt2334649,77.0,18.0,7.5,0,"Biography, Crime, Drama",fruitvale station
219,The Florida Project,2017,18+,77/100,1,0,0,0,movie,Drama,United States,"English, Spanish, Portuguese",7.6,tt5649144,77.0,18.0,7.6,0,Drama,the florida project
220,Behind the Curve,2018,16+,77/100,1,0,0,0,movie,Documentary,United States,English,6.5,tt8132700,77.0,16.0,6.5,0,Documentary,behind the curve
221,Lawless,2012,18+,77/100,1,0,0,0,movie,"Biography, Crime, Drama",United States,English,7.2,tt1212450,77.0,18.0,7.2,0,"Biography, Crime, Drama",lawless
222,Errementari: The Blacksmith and the Devil,2018,18+,77/100,1,0,0,0,movie,"fantasy film, horror film",Spain,Alavese Basque,8.0,tt5592878,77.0,18.0,8.0,0,"Fantasy Film, Horror Film",errementari: the blacksmith and the devil
223,Audrie & Daisy,2016,18+,77/100,1,0,0,0,movie,"Documentary, Crime",United States,English,7.2,tt5278460,77.0,16.0,7.2,0,"Documentary, Crime",audrie & daisy
224,Quantum of Solace,2008,13+,77/100,1,0,0,0,movie,"Action, Adventure, Mystery","United Kingdom, United States, Italy","English, Spanish, Italian, French, Swiss German, German",6.5,tt0830515,77.0,13.0,6.5,0,"Action, Adventure, Mystery",quantum of solace
225,The Master,2012,18+,77/100,1,0,0,0,movie,Drama,United States,"English, Filipino",7.1,tt1560747,77.0,18.0,7.1,0,Drama,the master
226,Layer Cake,2004,18+,77/100,1,0,0,0,movie,"Crime, Drama, Thriller","United Kingdom, United States","English, Romanian",7.2,tt0375912,77.0,18.0,7.2,0,"Crime, Drama, Thriller",layer cake
227,Flipped,2010,7+,77/100,1,0,0,0,movie,"Comedy, Drama, Romance",United States,English,7.7,tt0817177,77.0,7.0,7.7,0,"Comedy, Drama, Romance",flipped
228,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,16+,77/100,1,0,0,0,movie,Comedy,United States,English,7.1,tt8075256,77.0,16.0,7.1,0,Comedy,steve martin and martin short: an evening you will forget for the rest of your life
229,Friends with Benefits,2011,18+,77/100,1,1,0,0,movie,"Comedy, Romance",United States,English,6.5,tt1632708,77.0,18.0,6.5,0,"Comedy, Romance",friends with benefits
230,Tig,2015,18+,77/100,1,0,0,0,movie,"Documentary, Biography",United States,English,7.4,tt3986532,77.0,16.0,7.4,0,"Documentary, Biography",tig
231,Roll Red Roll,2019,18+,77/100,1,0,0,0,movie,documentary film,United States,English,10.0,tt8092888,77.0,16.0,10.0,0,Documentary Film,roll red roll
232,Enola Holmes,2020,13+,77/100,1,0,0,0,movie,"Adventure, Crime, Drama",United States,English,6.6,tt7846844,77.0,13.0,6.6,0,"Adventure, Crime, Drama",enola holmes
233,PK,2015,13+,77/100,1,0,0,0,movie,"Short, Sport",Canada,English,7.0,tt5172972,77.0,13.0,7.0,0,"Short, Sport",pk
234,Good Time,2017,18+,77/100,1,0,0,0,movie,"Crime, Drama, Thriller",United States,English,7.3,tt4846232,77.0,18.0,7.3,0,"Crime, Drama, Thriller",good time
235,The Next Three Days,2010,13+,77/100,1,0,0,0,movie,"Action, Crime, Drama","United States, France",English,7.3,tt1458175,77.0,13.0,7.3,0,"Action, Crime, Drama",the next three days
236,Miracle in Cell No. 7,2019,16+,77/100,1,0,0,0,movie,Drama,Turkey,Turkish,8.2,tt10431500,77.0,16.0,8.2,0,Drama,miracle in cell no. 7
237,Like Stars on Earth,2007,7+,77/100,1,0,0,0,movie,"Drama, Family",India,"Hindi, English",8.3,tt0986264,77.0,7.0,8.3,0,"Drama, Family",like stars on earth
238,Trixie Mattel: Moving Parts,2019,18+,77/100,1,0,0,0,movie,Documentary,United States,English,7.3,tt10011508,77.0,16.0,7.3,0,Documentary,trixie mattel: moving parts
239,Talaash,2012,18+,77/100,1,0,0,0,movie,"Crime, Drama, Mystery",India,Hindi,7.2,tt1787988,77.0,16.0,7.2,0,"Crime, Drama, Mystery",talaash
240,Evelyn,2019,18+,77/100,1,0,0,0,movie,"Animation, Short",United States,English,7.0,tt9252244,77.0,16.0,7.0,0,"Animation, Short",evelyn
241,I Am Sam,2001,13+,77/100,1,0,0,0,movie,Drama,United States,English,7.6,tt0277027,77.0,13.0,7.6,0,Drama,i am sam
242,In the Shadow of the Moon,2019,18+,77/100,1,0,0,0,movie,"Action, Crime, Mystery","United States, Canada",English,6.2,tt8110640,77.0,18.0,6.2,0,"Action, Crime, Mystery",in the shadow of the moon
243,Neon Genesis Evangelion: The End of Evangelion,1997,18+,77/100,1,0,0,0,movie,"Animation, Action, Drama",Japan,Japanese,8.1,tt0169858,77.0,18.0,8.1,0,"Animation, Action, Drama",neon genesis evangelion: the end of evangelion
244,Memoirs of a Geisha,2005,13+,76/100,1,0,0,0,movie,"Drama, Romance",United States,"English, Japanese",7.3,tt0397535,76.0,13.0,7.3,0,"Drama, Romance",memoirs of a geisha
245,Mad Max,1979,18+,76/100,1,0,0,0,movie,"Action, Adventure, Sci-Fi",Australia,English,6.8,tt0079501,76.0,18.0,6.8,0,"Action, Adventure, Sci-Fi",mad max
246,John Leguizamo's Latin History for Morons,2018,7+,76/100,1,0,0,0,movie,Comedy,United States,English,7.4,tt9777830,76.0,7.0,7.4,0,Comedy,john leguizamo's latin history for morons
247,And Breathe Normally,2018,16+,76/100,1,0,0,0,movie,Drama,"Iceland, Sweden, Belgium","Icelandic, English",6.9,tt6776106,76.0,16.0,6.9,0,Drama,and breathe normally
248,The Killing of a Sacred Deer,2017,18+,76/100,1,0,0,0,movie,"Drama, Horror, Mystery","Ireland, United Kingdom, United States","English, French",7.0,tt5715874,76.0,18.0,7.0,0,"Drama, Horror, Mystery",the killing of a sacred deer
249,Angels & Demons,2009,13+,76/100,1,1,0,0,movie,"Mystery, Thriller","United States, Italy","English, Italian, Latin, French, Swiss German, German, Chinese, Spanish, Polish",6.7,tt0808151,76.0,13.0,6.7,0,"Mystery, Thriller",angels & demons
250,Smoke & Mirrors,2016,18+,76/100,1,0,0,0,movie,"Biography, Thriller",Spain,"Spanish, French, English",6.8,tt1713440,76.0,16.0,6.8,0,"Biography, Thriller",smoke & mirrors
251,Bright,2017,18+,76/100,1,0,0,0,movie,"Action, Fantasy, Thriller","United States, Canada, Australia, Mexico, India","English, Spanish",6.3,tt5519340,76.0,18.0,6.3,0,"Action, Fantasy, Thriller",bright
252,Yes Man,2008,13+,76/100,1,0,0,0,movie,"Comedy, Romance","United States, United Kingdom","English, Korean",6.8,tt1068680,76.0,13.0,6.8,0,"Comedy, Romance",yes man
