ID,Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Genre,Country,Language,IMDb,IMDb_ID,RottenTomatoes_Score,Age_Min,IMDb_Score,Type_raw,Genre_clean,Title_key
5429,The Extraordinary Journey of the Fakir,2018,all,60/100,0,0,1,0,movie,"comedy film, drama film, adventure film","France, Belgium, India",English,7.0,tt5371168,60.0,16.0,7.0,0,"Comedy Film, Drama Film, Adventure Film",the extraordinary journey of the fakir
5430,Wish Upon a Star,1996,7+,60/100,0,0,1,0,movie,fiction film,Canada,English,7.0,tt0245844,60.0,7.0,7.0,0,Fiction Film,wish upon a star
5431,Did You Hear About the Morgans?,2009,13+,60/100,0,0,1,0,movie,romantic comedy,United States,English,7.0,tt1314228,60.0,13.0,7.0,0,Romantic Comedy,did you hear about the morgans?
5432,The Last King,2016,18+,60/100,0,0,1,0,movie,"historical film, adventure film, drama film, action film","Norway, Denmark, Sweden",Norwegian,7.0,tt4738360,60.0,18.0,7.0,0,"Historical Film, Adventure Film, Drama Film, Action Film",the last king
5433,I'll See You in My Dreams,2015,13+,60/100,0,0,1,0,movie,comedy drama,United States,English,7.0,tt3236120,60.0,13.0,7.0,0,Comedy Drama,i'll see you in my dreams
5434,My Best Friend,2018,18+,60/100,0,0,1,0,movie,"drama film, LGBT-related film",Argentina,Spanish,8.0,tt6400166,60.0,16.0,8.0,0,"Drama Film, Lgbt-Related Film",my best friend
5435,Mia and the White Lion,2018,7+,60/100,0,0,1,0,movie,"adventure film, family film, drama film","France, South Africa, Germany",English,6.5,tt4844148,60.0,7.0,6.5,0,"Adventure Film, Family Film, Drama Film",mia and the white lion
5436,Status Update,2018,13+,60/100,0,0,1,0,movie,comedy film,United States,English,8.0,tt5692390,60.0,13.0,8.0,0,Comedy Film,status update
5437,School Daze,1988,18+,60/100,0,0,1,0,movie,"comedy drama, musical film, coming-of-age fiction",United States,English,9.0,tt0096054,60.0,18.0,9.0,0,"Comedy Drama, Musical Film, Coming-Of-Age Fiction",school daze
5438,The Perfect Game,2010,7+,60/100,0,0,1,0,movie,"drama film, docudrama, children's film, sport film",United States,English,10.0,tt0473102,60.0,7.0,10.0,0,"Drama Film, Docudrama, Children'S Film, Sport Film",the perfect game
5439,Operator,2016,18+,60/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,60.0,16.0,7.0,0,Drama Film,operator
5440,The Delta Force,1986,18+,60/100,0,0,1,0,movie,"action film, thriller film",United States,English,5.7,tt0090927,60.0,18.0,5.7,0,"Action Film, Thriller Film",the delta force
5441,Black Robe,1991,18+,60/100,0,0,1,0,movie,"drama film, film based on a novel","Canada, Australia",English,9.0,tt0101465,60.0,18.0,9.0,0,"Drama Film, Film Based On A Novel",black robe
5442,The Fare,2019,18+,60/100,0,0,1,0,movie,"drama film, comedy drama",United States,"English, Standard Chinese, Japanese",8.0,tt8637428,60.0,16.0,8.0,0,"Drama Film, Comedy Drama",the fare
5443,Bigil,2019,18+,60/100,0,0,1,0,movie,association football film,India,Tamil,7.0,tt9260636,60.0,16.0,7.0,0,Association Football Film,bigil
5444,Stay Tuned,1992,7+,60/100,0,0,1,0,movie,"parody film, fantasy film",United States,English,7.0,tt0105466,60.0,7.0,7.0,0,"Parody Film, Fantasy Film",stay tuned
5445,The Baytown Outlaws,2012,18+,60/100,0,0,1,0,movie,"black comedy film, action film",United States,English,8.0,tt1836944,60.0,18.0,8.0,0,"Black Comedy Film, Action Film",the baytown outlaws
5446,...And God Created Woman,1956,7+,60/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,60.0,7.0,7.0,0,Drama Film,...and god created woman
5447,Sufna,2020,18+,60/100,0,0,1,0,movie,romance film,India,Punjabi,9.0,tt11173106,60.0,16.0,9.0,0,Romance Film,sufna
5448,Belle and Sebastian,2013,18+,60/100,0,0,1,0,movie,"adventure film, drama film, film based on a novel, family film",France,"German, French",7.0,tt3146360,60.0,16.0,7.0,0,"Adventure Film, Drama Film, Film Based On A Novel, Family Film",belle and sebastian
5449,Fever Pitch,1997,18+,60/100,0,0,1,0,movie,"romantic comedy, association football film",United Kingdom,English,6.7,tt0119114,60.0,18.0,6.7,0,"Romantic Comedy, Association Football Film",fever pitch
5450,Beyond Re-Animator,2003,18+,60/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,60.0,18.0,7.0,0,Drama Film,beyond re-animator
5451,The Accidental Husband,2008,13+,60/100,0,0,1,0,movie,romantic comedy,"United States, United Kingdom",English,6.0,tt0809504,60.0,13.0,6.0,0,Romantic Comedy,the accidental husband
5452,The Comedy of Terrors,1964,18+,60/100,0,0,1,0,movie,"comedy horror, horror film",United States,English,7.0,tt0056943,60.0,16.0,7.0,0,"Comedy Horror, Horror Film",the comedy of terrors
5453,Proof,1991,18+,60/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,60.0,18.0,7.0,0,Drama Film,proof
5454,Jimmy O. Yang: Good Deal,2020,18+,60/100,0,0,1,0,movie,comedy film,United States,English,8.0,tt11250926,60.0,18.0,8.0,0,Comedy Film,jimmy o. yang: good deal
5455,Oddball,2015,7+,60/100,0,0,1,0,movie,"adventure film, family film",Australia,English,9.0,tt3401748,60.0,7.0,9.0,0,"Adventure Film, Family Film",oddball
5456,Jawaani Jaaneman,2020,18+,60/100,0,0,1,0,movie,comedy film,India,Hindi,8.0,tt9248952,60.0,16.0,8.0,0,Comedy Film,jawaani jaaneman
5457,Shivaay,2016,13+,60/100,0,0,1,0,movie,"drama film, action film",India,Hindi,8.0,tt3771536,60.0,13.0,8.0,0,"Drama Film, Action Film",shivaay
5458,Back Roads,2019,18+,60/100,0,0,1,0,movie,romantic comedy,United States,English,6.0,tt0082042,60.0,16.0,6.0,0,Romantic Comedy,back roads
5459,The Count of Monte-Cristo,1975,18+,60/100,0,0,1,0,movie,"swashbuckler film, romance film, action film, drama film","United States, United Kingdom, Ireland",English,7.7,tt0245844,60.0,16.0,7.7,0,"Swashbuckler Film, Romance Film, Action Film, Drama Film",the count of monte-cristo
5460,C.H.U.D.,1984,18+,60/100,0,0,1,0,movie,"horror film, monster film, zombie film, slasher film",United States,English,6.0,tt0087015,60.0,18.0,6.0,0,"Horror Film, Monster Film, Zombie Film, Slasher Film",c.h.u.d.
5461,Filmage: The Story of Descendents/All,2013,18+,60/100,0,0,1,0,movie,documentary film,United States,English,10.0,tt2417154,60.0,16.0,10.0,0,Documentary Film,filmage: the story of descendents/all
5462,So Undercover,2012,13+,60/100,0,0,1,0,movie,"action film, comedy film, romance film, crime film",United States,English,6.0,tt1766094,60.0,13.0,6.0,0,"Action Film, Comedy Film, Romance Film, Crime Film",so undercover
5463,Outpost,2008,18+,60/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,60.0,18.0,7.0,0,Drama Film,outpost
5464,Home Sweet Hell,2015,18+,60/100,0,0,1,0,movie,comedy drama,United States,English,6.0,tt2802136,60.0,18.0,6.0,0,Comedy Drama,home sweet hell
5465,Woman on the Run,1950,7+,60/100,0,0,1,0,movie,"crime film, film noir, drama film",United States,English,8.0,tt0043142,60.0,7.0,8.0,0,"Crime Film, Film Noir, Drama Film",woman on the run
5466,Surviving Christmas,2004,13+,60/100,0,0,1,0,movie,"comedy film, Christmas film, romantic comedy",United States,English,6.0,tt0252028,60.0,13.0,6.0,0,"Comedy Film, Christmas Film, Romantic Comedy",surviving christmas
5467,Siberia,2018,16+,60/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,60.0,16.0,7.0,0,Drama Film,siberia
5468,More than a Game,2008,7+,60/100,0,0,1,0,movie,documentary film,United States,English,10.0,tt1286821,60.0,7.0,10.0,0,Documentary Film,more than a game
5469,Chi-Raq,2015,18+,60/100,0,0,1,0,movie,"drama film, crime film",United States,English,5.9,tt4594834,60.0,18.0,5.9,0,"Drama Film, Crime Film",chi-raq
5470,Female Agents,2008,18+,60/100,0,0,1,0,movie,"war film, drama film",France,French,8.0,tt0824330,60.0,18.0,8.0,0,"War Film, Drama Film",female agents
5471,#UNFIT: The Psychology of Donald Trump,2020,18+,60/100,0,0,1,0,movie,"biographical film, documentary film",United States,English,7.0,tt12304596,60.0,16.0,7.0,0,"Biographical Film, Documentary Film",#unfit: the psychology of donald trump
5472,I Am Dragon,2015,18+,60/100,0,0,1,0,movie,"fantasy film, adventure film, romance film",Russia,Russian,8.0,tt4057376,60.0,16.0,8.0,0,"Fantasy Film, Adventure Film, Romance Film",i am dragon
5473,The Shooting,1966,all,60/100,0,0,1,0,movie,Western film,United States,English,6.4,tt0062262,60.0,16.0,6.4,0,Western Film,the shooting
5474,"Bon Voyage, Charlie Brown (and Don't Come Back!)",1980,all,60/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,60.0,16.0,7.0,0,Drama Film,"bon voyage, charlie brown (and don't come back!)"
5475,Salt of the Earth,1954,18+,60/100,0,0,1,0,movie,drama film,United States,"Spanish, English",7.3,tt0047443,60.0,16.0,7.3,0,Drama Film,salt of the earth
5476,Cyrano de Bergerac,1950,18+,60/100,0,0,1,0,movie,swashbuckler film,United States,English,7.4,tt0042367,60.0,16.0,7.4,0,Swashbuckler Film,cyrano de bergerac
5477,The Long Walk Home,1990,7+,60/100,0,0,1,0,movie,drama film,United States,English,9.0,tt0100046,60.0,7.0,9.0,0,Drama Film,the long walk home
5478,Peterloo,2018,13+,60/100,0,0,1,0,movie,"historical film, drama film",United Kingdom,English,8.0,tt4614612,60.0,13.0,8.0,0,"Historical Film, Drama Film",peterloo
5479,Cromwell,1970,all,60/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,60.0,16.0,7.0,0,Drama Film,cromwell
5480,Heal,2017,18+,60/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,60.0,16.0,7.0,0,Drama Film,heal
5481,The Confirmation,2016,13+,59/100,0,0,1,0,movie,"comedy drama, drama film",Canada,English,9.0,tt4210080,59.0,13.0,9.0,0,"Comedy Drama, Drama Film",the confirmation
5482,Bang the Drum Slowly,1973,7+,59/100,0,0,1,0,movie,drama film,United States,English,8.0,tt0069765,59.0,7.0,8.0,0,Drama Film,bang the drum slowly
5483,Storm Boy,2019,7+,59/100,0,0,1,0,movie,"drama film, film based on a novel",Australia,English,8.0,tt3340446,59.0,7.0,8.0,0,"Drama Film, Film Based On A Novel",storm boy
5484,Technotise: Edit and I,2009,13+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,13.0,7.0,0,Drama Film,technotise: edit and i
5485,Cinderella,1965,all,59/100,0,0,1,1,movie,"cinematic fairy tale, romance film, fantasy film, adventure film","United States, United Kingdom",English,7.0,tt1661199,59.0,16.0,7.0,0,"Cinematic Fairy Tale, Romance Film, Fantasy Film, Adventure Film",cinderella
5486,Strange Wilderness,2008,18+,59/100,0,0,1,0,movie,comedy film,United States,English,7.0,tt0489282,59.0,18.0,7.0,0,Comedy Film,strange wilderness
5487,Rampage,2009,18+,59/100,0,0,1,0,movie,"horror film, action film, drama film","Canada, Germany",English,8.0,tt1337057,59.0,18.0,8.0,0,"Horror Film, Action Film, Drama Film",rampage
5488,Stitches,2012,18+,59/100,0,0,1,0,movie,"slasher film, comedy horror","United Kingdom, Ireland, Sweden",English,5.0,tt2126362,59.0,18.0,5.0,0,"Slasher Film, Comedy Horror",stitches
5489,Jamesy Boy,2014,18+,59/100,0,0,1,0,movie,"drama film, crime film, biographical film",United States,English,7.0,tt1673734,59.0,18.0,7.0,0,"Drama Film, Crime Film, Biographical Film",jamesy boy
5490,"Tad, the Lost Explorer",2012,7+,59/100,0,0,1,0,movie,"comedy film, adventure film",Spain,Spanish,7.0,tt1764625,59.0,7.0,7.0,0,"Comedy Film, Adventure Film","tad, the lost explorer"
5491,Permanent Midnight,1998,18+,59/100,0,0,1,0,movie,"biographical film, drama film, romance film",United States,English,6.2,tt0120788,59.0,18.0,6.2,0,"Biographical Film, Drama Film, Romance Film",permanent midnight
5492,The Cheap Detective,1978,7+,59/100,0,0,1,0,movie,"crime film, parody film, thriller film, comedy film",United States,English,8.0,tt0077321,59.0,7.0,8.0,0,"Crime Film, Parody Film, Thriller Film, Comedy Film",the cheap detective
5493,Inconceivable,2017,18+,59/100,0,0,1,0,movie,drama film,United States,English,5.0,tt3481634,59.0,18.0,5.0,0,Drama Film,inconceivable
5494,Hick,2011,18+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,18.0,7.0,0,Drama Film,hick
5495,Chato's Land,1972,7+,59/100,0,0,1,0,movie,Western film,United Kingdom,English,7.0,tt0066907,59.0,7.0,7.0,0,Western Film,chato's land
5496,I Capture the Castle,2003,18+,59/100,0,0,1,0,movie,romantic comedy,United Kingdom,English,6.8,tt0300015,59.0,18.0,6.8,0,Romantic Comedy,i capture the castle
5497,Angoor,1982,18+,59/100,0,0,1,0,movie,comedy film,India,Hindi,8.3,tt0215517,59.0,16.0,8.3,0,Comedy Film,angoor
5498,A Turtle's Tale: Sammy's Adventures,2010,all,59/100,0,0,1,0,movie,"animated film, comedy film","Belgium, France, United States",English,10.0,tt1230204,59.0,16.0,10.0,0,"Animated Film, Comedy Film",a turtle's tale: sammy's adventures
5499,Jade,1995,18+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,18.0,7.0,0,Drama Film,jade
5500,D-Day,2013,7+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,7.0,7.0,0,Drama Film,d-day
5501,Pitfall,1948,18+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,16.0,7.0,0,Drama Film,pitfall
5502,The Commune,2016,18+,59/100,0,0,1,0,movie,drama film,"Denmark, Netherlands, Sweden",Danish,6.0,tt3082854,59.0,18.0,6.0,0,Drama Film,the commune
5503,500 Years,2017,18+,59/100,0,0,1,0,movie,documentary film,United States,Spanish,7.8,tt6098512,59.0,16.0,7.8,0,Documentary Film,500 years
5504,Parallel,2021,18+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,18.0,7.0,0,Drama Film,parallel
5505,Angel and the Badman,1947,all,59/100,0,0,1,0,movie,"Western film, romance film",United States,English,6.8,tt0039152,59.0,16.0,6.8,0,"Western Film, Romance Film",angel and the badman
5506,Escape Plan: The Extractors,2019,18+,59/100,0,0,1,0,movie,"thriller film, action film",United States,English,5.0,tt6772804,59.0,18.0,5.0,0,"Thriller Film, Action Film",escape plan: the extractors
5507,The Woman in Black 2: Angel of Death,2014,13+,59/100,0,0,1,0,movie,"horror film, drama film, ghost film","United Kingdom, Canada",English,5.0,tt2339741,59.0,13.0,5.0,0,"Horror Film, Drama Film, Ghost Film",the woman in black 2: angel of death
5508,The Blood of Heroes,1989,18+,59/100,0,0,1,0,movie,"science fiction film, action film, sport film, post-apocalyptic film","Australia, United States",English,6.3,tt0094764,59.0,18.0,6.3,0,"Science Fiction Film, Action Film, Sport Film, Post-Apocalyptic Film",the blood of heroes
5509,The Bedroom Window,1987,18+,59/100,0,0,1,0,movie,"crime film, film based on a novel",United States,English,9.0,tt0092627,59.0,18.0,9.0,0,"Crime Film, Film Based On A Novel",the bedroom window
5510,About Alex,2014,18+,59/100,0,0,1,0,movie,drama film,United States,English,8.0,tt2667918,59.0,18.0,8.0,0,Drama Film,about alex
5511,The New Daughter,2009,13+,59/100,0,0,1,0,movie,"horror film, thriller film, film based on literature, drama film",United States,English,5.0,tt0951335,59.0,13.0,5.0,0,"Horror Film, Thriller Film, Film Based On Literature, Drama Film",the new daughter
5512,My Heart Can't Beat Unless You Tell It To,2021,18+,59/100,0,0,1,0,movie,"horror film, drama film",United States,"English, Spanish",8.0,tt11084432,59.0,16.0,8.0,0,"Horror Film, Drama Film",my heart can't beat unless you tell it to
5513,The Winning Season,2009,13+,59/100,0,0,1,0,movie,"comedy film, sport film",United States,English,9.0,tt1293842,59.0,13.0,9.0,0,"Comedy Film, Sport Film",the winning season
5514,Dressed to Kill,1946,18+,59/100,0,0,1,0,movie,"crime film, mystery film",United States,English,6.8,tt0038494,59.0,16.0,6.8,0,"Crime Film, Mystery Film",dressed to kill
5515,Kill Chain,2020,18+,59/100,0,0,1,0,movie,drama film,United States,English,10.0,tt12041084,59.0,18.0,10.0,0,Drama Film,kill chain
5516,Frankie & Alice,2010,18+,59/100,0,0,1,0,movie,drama film,Canada,English,6.0,tt1221208,59.0,18.0,6.0,0,Drama Film,frankie & alice
5517,Biswa Kalyan Rath : Biswa Mast Aadmi,2017,18+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,16.0,7.0,0,Drama Film,biswa kalyan rath : biswa mast aadmi
5518,All Nighter,2017,18+,59/100,0,0,1,0,movie,"buddy film, comedy film",United States,English,5.8,tt4662420,59.0,18.0,5.8,0,"Buddy Film, Comedy Film",all nighter
5519,Madea's Witness Protection,2012,13+,59/100,0,0,1,0,movie,comedy film,United States,English,7.0,tt2215285,59.0,13.0,7.0,0,Comedy Film,madea's witness protection
5520,Where Hands Touch,2018,13+,59/100,0,0,1,0,movie,"drama film, war film, romance film",United Kingdom,English,8.0,tt1235187,59.0,13.0,8.0,0,"Drama Film, War Film, Romance Film",where hands touch
5521,North Dallas Forty,1979,18+,59/100,0,0,1,0,movie,"comedy drama, American football film",United States,English,6.9,tt0079640,59.0,18.0,6.9,0,"Comedy Drama, American Football Film",north dallas forty
5522,Shottas,2002,18+,59/100,0,0,1,0,movie,"buddy film, drama film, action film, crime film",Jamaica,English,5.0,tt0281190,59.0,18.0,5.0,0,"Buddy Film, Drama Film, Action Film, Crime Film",shottas
5523,Escape Plan 2: Hades,2018,18+,59/100,0,0,1,0,movie,"thriller film, action film","United States, People's Republic of China","English, Chinese",1.0,tt6513656,59.0,18.0,1.0,0,"Thriller Film, Action Film",escape plan 2: hades
5524,Project Gutenberg,2018,18+,59/100,0,0,1,0,movie,"action film, crime film, thriller film",Hong Kong,Chinese,7.0,tt7183578,59.0,18.0,7.0,0,"Action Film, Crime Film, Thriller Film",project gutenberg
5525,Mara,2018,18+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,18.0,7.0,0,Drama Film,mara
5526,Where the Red Fern Grows,1974,all,59/100,0,0,1,0,movie,"film based on a novel, drama film",United States,English,7.0,tt0072402,59.0,16.0,7.0,0,"Film Based On A Novel, Drama Film",where the red fern grows
5527,Dead Birds,2004,18+,59/100,0,0,1,0,movie,documentary film,United States,English,8.0,tt0059091,59.0,18.0,8.0,0,Documentary Film,dead birds
5528,Ladybugs,1992,13+,59/100,0,0,1,0,movie,"comedy film, association football film","United Kingdom, United States",English,7.0,tt0104670,59.0,13.0,7.0,0,"Comedy Film, Association Football Film",ladybugs
5529,Not Wanted,1949,18+,59/100,0,0,1,0,movie,drama film,United States,English,6.0,tt0041700,59.0,16.0,6.0,0,Drama Film,not wanted
5530,Ae Dil Hai Mushkil,2016,13+,59/100,0,0,1,0,movie,"drama film, romance film",India,Hindi,5.0,tt4559006,59.0,13.0,5.0,0,"Drama Film, Romance Film",ae dil hai mushkil
5531,Age of Heroes,2011,18+,59/100,0,0,1,0,movie,"war film, adventure film, action film, drama film",United Kingdom,English,6.0,tt1590950,59.0,18.0,6.0,0,"War Film, Adventure Film, Action Film, Drama Film",age of heroes
5532,The Beckoning Silence,2007,7+,59/100,0,0,1,0,movie,documentary film,United Kingdom,English,10.0,tt1101637,59.0,7.0,10.0,0,Documentary Film,the beckoning silence
5533,The Tracker,2002,18+,59/100,0,0,1,0,movie,Western film,Australia,English,9.0,tt0212132,59.0,16.0,9.0,0,Western Film,the tracker
5534,The Bachelors,2017,18+,59/100,0,0,1,0,movie,"comedy drama, drama film, romance film",United States,English,8.0,tt5253282,59.0,16.0,8.0,0,"Comedy Drama, Drama Film, Romance Film",the bachelors
5535,Wander,2020,18+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,18.0,7.0,0,Drama Film,wander
5536,Meri Pyaari Bindu,2017,7+,59/100,0,0,1,0,movie,romantic comedy,India,Hindi,9.0,tt5472374,59.0,7.0,9.0,0,Romantic Comedy,meri pyaari bindu
5537,At Middleton,2013,18+,59/100,0,0,1,0,movie,romantic comedy,United States,English,9.0,tt1483324,59.0,18.0,9.0,0,Romantic Comedy,at middleton
5538,The Dark,2018,18+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,16.0,7.0,0,Drama Film,the dark
5539,Night Falls on Manhattan,1996,18+,59/100,0,0,1,0,movie,"crime film, drama film, trial film, film based on a novel",United States,English,7.0,tt0119783,59.0,18.0,7.0,0,"Crime Film, Drama Film, Trial Film, Film Based On A Novel",night falls on manhattan
5540,Madame,2017,16+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,16.0,7.0,0,Drama Film,madame
5541,Nocturne,2020,18+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,16.0,7.0,0,Drama Film,nocturne
5542,Lamhe,1991,7+,59/100,0,0,1,0,movie,"romance film, drama film",India,Hindi,10.0,tt0102258,59.0,7.0,10.0,0,"Romance Film, Drama Film",lamhe
5543,Hichki,2018,7+,59/100,0,0,1,0,movie,comedy drama,India,Hindi,8.0,tt6588966,59.0,7.0,8.0,0,Comedy Drama,hichki
5544,Big Fan,2009,18+,59/100,0,0,1,0,movie,American football film,United States,English,8.0,tt1314164,59.0,18.0,8.0,0,American Football Film,big fan
5545,Sui Dhaaga - Made in India,2018,7+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,7.0,7.0,0,Drama Film,sui dhaaga - made in india
5546,Waffle Street,2015,18+,59/100,0,0,1,0,movie,comedy drama,United States,English,4.0,tt3881680,59.0,16.0,4.0,0,Comedy Drama,waffle street
5547,Royal Wedding,1951,18+,59/100,0,0,1,0,movie,"romantic comedy, musical film",United States,English,6.7,tt0043983,59.0,16.0,6.7,0,"Romantic Comedy, Musical Film",royal wedding
5548,Vanishing on 7th Street,2010,18+,59/100,0,0,1,0,movie,"horror film, mystery film, post-apocalyptic film",United States,English,3.0,tt1452628,59.0,18.0,3.0,0,"Horror Film, Mystery Film, Post-Apocalyptic Film",vanishing on 7th street
5549,The Truth About Emanuel,2014,18+,59/100,0,0,1,0,movie,drama film,United States,English,5.0,tt1838520,59.0,18.0,5.0,0,Drama Film,the truth about emanuel
5550,Hatchet III,2013,18+,59/100,0,0,1,0,movie,"slasher film, comedy horror",United States,English,5.6,tt1870419,59.0,18.0,5.6,0,"Slasher Film, Comedy Horror",hatchet iii
5551,Voice from the Stone,2017,18+,59/100,0,0,1,0,movie,mystery film,United States,English,6.0,tt1544608,59.0,18.0,6.0,0,Mystery Film,voice from the stone
5552,Jack Goes Boating,2010,18+,59/100,0,0,1,0,movie,"romantic comedy, drama film",United States,English,7.0,tt1278379,59.0,18.0,7.0,0,"Romantic Comedy, Drama Film",jack goes boating
5553,Max,2002,18+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,18.0,7.0,0,Drama Film,max
5554,Accidentally Engaged,2016,7+,59/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,59.0,7.0,7.0,0,Drama Film,accidentally engaged
5555,Mo' Money,1992,18+,59/100,0,0,1,0,movie,"romantic comedy, action film",United States,English,4.0,tt0104897,59.0,18.0,4.0,0,"Romantic Comedy, Action Film",mo' money
5556,Joshy,2016,18+,59/100,0,0,1,0,movie,"comedy film, comedy drama",United States,English,8.0,tt4661798,59.0,18.0,8.0,0,"Comedy Film, Comedy Drama",joshy
5557,Maanagaram,2017,18+,59/100,0,0,1,0,movie,thriller film,India,Tamil,8.0,tt5559528,59.0,16.0,8.0,0,Thriller Film,maanagaram
5558,The Spirit of Christmas,2015,18+,59/100,0,0,1,0,movie,drama film,United States,English,8.0,tt4434688,59.0,16.0,8.0,0,Drama Film,the spirit of christmas
5559,Beautiful Kate,2009,18+,59/100,0,0,1,0,movie,drama film,Australia,English,7.0,tt1209377,59.0,18.0,7.0,0,Drama Film,beautiful kate
5560,We Still Kill the Old Way,2014,18+,58/100,0,0,1,0,movie,"drama film, crime film",United Kingdom,English,7.0,tt3157224,58.0,16.0,7.0,0,"Drama Film, Crime Film",we still kill the old way
5561,True Confessions,1981,18+,58/100,0,0,1,0,movie,"drama film, crime film, film based on a novel",United States,English,6.3,tt0083232,58.0,18.0,6.3,0,"Drama Film, Crime Film, Film Based On A Novel",true confessions
5562,The Road to Wellville,1994,18+,58/100,0,0,1,0,movie,"comedy drama, comedy film",United States,English,9.0,tt0111001,58.0,18.0,9.0,0,"Comedy Drama, Comedy Film",the road to wellville
5563,The Wind Journeys,2009,18+,58/100,0,0,1,0,movie,drama film,"Colombia, Germany, Netherlands","Spanish, Palenquero, Wayuu",9.0,tt1426374,58.0,16.0,9.0,0,Drama Film,the wind journeys
5564,Rupture,2016,18+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,58.0,18.0,7.0,0,Drama Film,rupture
5565,Pal Joey,1957,18+,58/100,0,0,1,0,movie,"musical film, drama film",United States,English,7.0,tt0050815,58.0,16.0,7.0,0,"Musical Film, Drama Film",pal joey
5566,Syrup,2013,18+,58/100,0,0,1,0,movie,drama film,United States,English,7.0,tt0245844,58.0,18.0,7.0,0,Drama Film,syrup
5567,Baar Baar Dekho,2016,7+,58/100,0,0,1,0,movie,romance film,India,Hindi,8.0,tt5197544,58.0,7.0,8.0,0,Romance Film,baar baar dekho
5568,Dear Comrade,2019,18+,58/100,0,0,1,0,movie,"action film, drama film",India,Telugu,7.0,tt8388508,58.0,16.0,7.0,0,"Action Film, Drama Film",dear comrade
5569,Sister My Sister,1994,18+,58/100,0,0,1,0,movie,"drama film, LGBT-related film",United Kingdom,English,10.0,tt0111205,58.0,18.0,10.0,0,"Drama Film, Lgbt-Related Film",sister my sister
5570,Bad Ass,2012,18+,58/100,0,0,1,0,movie,"action film, thriller film, drama film, vigilante film",United States,English,8.0,tt1928330,58.0,18.0,8.0,0,"Action Film, Thriller Film, Drama Film, Vigilante Film",bad ass
5571,Mystify: Michael Hutchence,2019,18+,58/100,0,0,1,0,movie,documentary film,Australia,English,8.0,tt5938950,58.0,16.0,8.0,0,Documentary Film,mystify: michael hutchence
5572,Hatchet II,2010,18+,58/100,0,0,1,0,movie,"slasher film, comedy horror",United States,English,5.0,tt1270835,58.0,18.0,5.0,0,"Slasher Film, Comedy Horror",hatchet ii
5573,Flowers in the Attic,1987,18+,58/100,0,0,1,0,movie,"horror film, psychological horror, film based on a novel, drama film",United States,English,6.0,tt0093036,58.0,18.0,6.0,0,"Horror Film, Psychological Horror, Film Based On A Novel, Drama Film",flowers in the attic
5574,These Girls,2005,18+,58/100,0,0,1,0,movie,comedy film,Canada,English,6.0,tt0439008,58.0,18.0,6.0,0,Comedy Film,these girls
5575,In the Blood,2014,18+,58/100,0,0,1,0,movie,action film,United States,English,7.0,tt2101570,58.0,18.0,7.0,0,Action Film,in the blood
5576,Being Charlie,2015,18+,58/100,0,0,1,0,movie,drama film,United States,English,8.0,tt4630444,58.0,18.0,8.0,0,Drama Film,being charlie
5577,Sherlock Holmes and the Secret Weapon,1942,18+,58/100,0,0,1,0,movie,"crime film, mystery film, spy film, science fiction film",United States,English,6.0,tt0035317,58.0,16.0,6.0,0,"Crime Film, Mystery Film, Spy Film, Science Fiction Film",sherlock holmes and the secret weapon
5578,Creative Control,2016,18+,58/100,0,0,1,0,movie,"science fiction film, drama film",United States,English,3.0,tt3277624,58.0,18.0,3.0,0,"Science Fiction Film, Drama Film",creative control
5579,One Small Hitch,2013,18+,58/100,0,0,1,0,movie,romantic comedy,"United States, France",English,6.0,tt1937269,58.0,16.0,6.0,0,Romantic Comedy,one small hitch
